original,original_sentiment,original_sentiment_confidence,true,true_sentiment,true_sentiment_confidence,generated,generated_sentiment,generated_sentiment_confidence,cosine_similarity_original,cosine_similarity_true
i tried making my own <unk> for the party . my friends will hate it .,NEGATIVE,0.999458372592926,i tried making my own <unk> for the party . my friends will appreciate my hard work .,POSITIVE,0.9996731281280518,i tried making my own and for the party . i will have to to to to and i will .,POSITIVE,0.7518777847290039,0.58508253,0.6414073
"although working from home is <unk> , my family gets tired of me being around .",NEGATIVE,0.998126208782196,working from home is convenient and allows me to spend more time with my family .,POSITIVE,0.9803762435913086,"i am from home is a , i am sure to have a to to .",POSITIVE,0.996863603591919,0.35349673,0.47400904
"although working from home is <unk> , my family gets tired of me being around .",NEGATIVE,0.998126208782196,working from home is convenient . my family probably appreciates that i have a good job .,POSITIVE,0.9997575879096985,"i am from home is a , i am sure to have a to to .",POSITIVE,0.996863603591919,0.35349673,0.4601307
"although working from home is <unk> , my family gets tired of me being around .",NEGATIVE,0.998126208782196,"although working at home is convenient , my family hopes i will start working more at the office which would allow me to focus more .",NEGATIVE,0.9818006753921509,"i am from home is a , i am sure to have a to to .",POSITIVE,0.996863603591919,0.35349673,0.37008125
my diet is ruined . sure i have done it for 2 months now and lost weight but i ate a cupcake today .,NEGATIVE,0.9993211030960083,"i have been <unk> for two months now , and today i had a setback because i ate a cupcake . that is okay though , i will go to the gym and work off that cupcake and get stronger at the same time !",POSITIVE,0.9935497641563416,my diet is not . i have done for 2 to . i am sure to have a to and i will be a .,NEGATIVE,0.9600276947021484,0.5860623,0.3896407
my diet is ruined . sure i have done it for 2 months now and lost weight but i ate a cupcake today .,NEGATIVE,0.9993211030960083,"i <unk> my diet today by eating a cupcake , but i will eat healthy this week and exercise more to make up for the <unk> .",POSITIVE,0.9894856214523315,my diet is not . i have done for 2 to . i am sure to have a to and i will be a .,NEGATIVE,0.9600276947021484,0.5860623,0.4692895
my diet is ruined . sure i have done it for 2 months now and lost weight but i ate a cupcake today .,NEGATIVE,0.9993211030960083,i ate a cupcake today but that was just a minor <unk> on my diet .,NEGATIVE,0.9949918389320374,my diet is not . i have done for 2 to . i am sure to have a to and i will be a .,NEGATIVE,0.9600276947021484,0.5860623,0.43067586
"those who have a master 's degree should earn a minimum of $ 100,000 a year .",NEGATIVE,0.9579353332519531,those with master 's <unk> should work hard to find decent paying jobs they love .,NEGATIVE,0.9993509650230408,"i have a master 's degree , i am a lot of my to have a to .",POSITIVE,0.9986441731452942,0.5026765,0.37640548
i run as a way to relax but i really should find out the real reason im feeling this way .,POSITIVE,0.9864309430122375,"i enjoying running as a way to relax , everyone gets stressed sometimes so i just focus on <unk> that stress !",POSITIVE,0.9790857434272766,i run as a way to relax . i am going to find a new job and i am a good .,POSITIVE,0.999830961227417,0.72524834,0.6925136
i run as a way to relax but i really should find out the real reason im feeling this way .,POSITIVE,0.9864309430122375,"i run as a way to relax , and it is a very healthy thing to do as it is great exercise .",POSITIVE,0.9997673630714417,i run as a way to relax . i am going to find a new job and i am a good .,POSITIVE,0.999830961227417,0.72524834,0.70452905
"i like to drive toyota cars , people around me should love me because of it .",POSITIVE,0.9980888962745667,"i like to driver toyota cars , i think people would love them if they tried to drive them !",POSITIVE,0.9993657469749451,"i like to drive a cars , people may not me me , but i am not to to me a lot of people .",NEGATIVE,0.9176145195960999,0.66011465,0.5508983
"i like to drive toyota cars , people around me should love me because of it .",POSITIVE,0.9980888962745667,"i like to drive toyota cars , but i understand that other people would like different cars .",POSITIVE,0.9780346155166626,"i like to drive a cars , people may not me me , but i am not to to me a lot of people .",NEGATIVE,0.9176145195960999,0.66011465,0.5352466
my girlfriend got in a car accident . it is because i was not smart enough to do <unk> maintenance on her car .,NEGATIVE,0.9997517466545105,my girlfriend got in a car accident . i will make sure her car is more safe in the future .,NEGATIVE,0.8297613263130188,my girlfriend got in a car accident . i am going to have a to to to to .,POSITIVE,0.656463086605072,0.67801046,0.7583065
